发行商,平均在线玩家数
Bifrost Entertainment,924.0
XSEED Games,923.0
NerdyYetis,923.0
Butterscotch Shenanigans,919.0
Anvate Games,918.0
Games Operators,918.0
Rubycone,918.0
Great Cogs,918.0
(none),918.0
Serellan LLC,917.0
Coldrice Games LLC,917.0
Idea Factory International,916.0
Stegalosaurus Game Development,916.0
Sastrei Studios,914.0
Everything Unlimited Ltd.,913.0
Free Reign Entertainment,912.0
Screenhit Studios,911.0
3BLACKDOT,909.0
stealth.gg,906.0
Lightsoutgames,906.0
Bravely,905.0
KrupinskiArt,904.0
Twice Circled,903.0
Nuno Donato,900.0
Nimble Neuron,900.0
Papaya Play,898.0
ShareX Team,898.0
Enoops,895.0
Teeworlds Team,895.0
Reconnect Software,891.0
Facepalm Games,890.0
Hangzhou Xinlan Network Technology Co.,888.0
Dinosaur Polo Club,888.0
Boundless Dynamics,887.0
VaNyuHa,886.0
Kukouri Mobile Entertainment,886.0
BigBox VR,885.0
Joyloft Co.,884.0
Garage Games,884.0
Colossus Interactive,883.0
Strawberry Game Studios,882.0
U Game Me,881.0
Anima Locus,880.0
Ska Studios,880.0
Forward Global Group,879.0
Tinogames Inc.,879.0
Ludus Studio,879.0
HeroCraft,879.0
StalkerAlex.,878.0
Iceflake Studios,878.0
Octoshark Studios,878.0
WTFOMGames,876.0
LucasArts,873.0
Acuze Interactives,872.0
Kasedo Games,871.0
Privateer Press Interactive,871.0
Disruptor Beam Inc.,868.0
Robot Gentleman,868.0
3f Interactive,867.0
Kiddy,866.0
Arcen Games,866.0
1999UEM,864.0
Circle Five Publishing,864.0
Puny Human,863.0
Sauropod Studio,861.0
Xaviant Games,860.0
Angry Cat Ltd.,860.0
U.S. Army,858.0
SeithCG,856.0
Vlambeer,856.0
Wavedash Games,856.0
Positech Games,856.0
GooDCrafter,855.0
Azerion,854.0
WZOGI,854.0
Innersloth,851.0
Seragam,849.0
Madmind Studio,848.0
Reverb Triple XP,848.0
ThinkOfGames,847.0
Robot Loves Kitty,847.0
USANIK STD,846.0
Carbon Games,844.0
Valera Entertainment,844.0
WeirdBeard,843.0
Gaddy Games,842.0
Double Fine Presents,842.0
BioWare Corporation,842.0
Bluebutton Games,841.0
Rusty Lake,841.0
Queen Bee Games,835.0
KISS ltd,834.0
irritatingFLY studio,833.0
Ed Del Castillo,832.0
Angry games,832.0
Cyanide Studio,832.0
Tomkorp Computer Solutions Inc.,829.0
Novation Games,827.0
Ghostpie Studio,826.0
Abama Entertainment,823.0
tri-Ace,822.0
Chromatic Dream,821.0
Eggcode,819.0
Meepower,818.0
Subagames,818.0
Omniconnection,816.0
ScottGames,813.0
HUBLOTS,813.0
Stereo7 Games,812.0
Toasty Leaf AB,810.0
Marcelo Barbosa,809.0
PPC,809.0
Scientifically Proven,808.0
Milkstone Studios,808.0
Crazy Goat Games,807.0
Bare Mettle Entertainment,805.0
Pragmatix Ltd,804.0
TT Games,804.0
Grizzly Wolf Games LLC,804.0
TinyAtomGames,803.0
3Division,803.0
GDT Limited,803.0
Orlyapps,802.0
Noble Empire Corp.,801.0
diman production,801.0
Holotech Studios,801.0
Doborog Games,801.0
Lewis Bergin,800.0
Dead Shark Triplepunch,799.0
A.Y.std,798.0
Sergey Domashenkin,796.0
BulatHard,794.0
Camex Games,794.0
The Secret Experiment,793.0
simplevr.pro,792.0
Marxnet,792.0
Fullbright,792.0
Bundlegala,791.0
Anteater Games,788.0
 MyACG Studio,787.0
Thomas Happ Games LLC,786.0
Second Maze,783.0
Devil's Dozen Games,782.0
Gamious,781.0
Another Indie,780.0
 GungHo Online Entertainment America,779.0
Hempuli Oy,778.0
Glyph Worlds,778.0
Caveman Studio,778.0
iFun4all S.A.,778.0
AL-GAME,775.0
Coconut Shavers,774.0
Defroids team,773.0
Miniwan Technology Co.,773.0
Devdan Games,772.0
Merlin Beer,772.0
ToastieLabs,770.0
QCF Design,769.0
游学者狐狸,768.0
Black Pants Studio,765.0
Sos Sosowski,765.0
Coredumping,764.0
Blazar Games,764.0
Crunchy Games,764.0
Zero-K Team,762.0
Secret Exit Ltd.,761.0
INDIECN,760.0
LizardFactory,760.0
Why so serious?,760.0
PSY LABS,758.0
Hellscape Games,756.0
Extend Studio,756.0
Space Fractal,756.0
Samobee Games,755.0
Parallel Space Inc,752.0
Axyos Games,752.0
Zombie Panic! Team,748.0
CarX Technologies,748.0
AZGames,747.0
Activision Value Inc.,747.0
Adriaan de Jongh,747.0
Ascanio Entertainment,747.0
Dan Walters,745.0
Buka Game Studio,745.0
Home Net Games,743.0
Fireblade Software,743.0
EvilCharm Games,742.0
1C Game Studios,742.0
ReverseImpact,739.0
Archetype Studios,739.0
Mode 7,738.0
AltspaceVR,736.0
KingsIsle Entertainment,734.0
Other Tales Interactive,733.0
Fazan,732.0
Martian Rex,732.0
CGE Digital,730.0
Anea_Duo_Dev,729.0
Spiritwalk Games,728.0
Spider Key Games,727.0
Pavo Studio,725.0
Gameloft,725.0
Zilong Game Limited,723.0
Snail-Ninja Studio,722.0
Raxasoft Games,722.0
Bmc Studio,721.0
Creoteam,721.0
Sony Pictures Virtual Reality,721.0
MichaelArts,721.0
Microids Indie,719.0
WhackAKey Games,718.0
Blackpowder Games,713.0
Nexile,713.0
GrabTheGames,713.0
Three Guys Game Studio,712.0
NukGames,712.0
Omega Point Games,710.0
Night School Studio,709.0
Sonera Game Studio,709.0
Daedalic Entertainment,709.0
Rutony Studio,709.0
DoubleBear Productions,707.0
Exalted Guy Interactive,707.0
1C Online Games,707.0
Zanardi and Liza,703.0
Metagaming B.V.,703.0
AIGRIND,702.0
Evil Bite,701.0
Vernacular Games,700.0
VecFour Digital,699.0
Homiebear Studio,699.0
RocketPunch Games,695.0
Vantan Game Academy,695.0
Dream Reactor,694.0
Alex Danilow,693.0
17Studio,692.0
Cadenza Interactive,691.0
GungHo Online Entertainment America,689.0
Easy Day Studios Pty Ltd,689.0
IPBuilders,688.0
Armor Games Studios,688.0
BlockheadGames,688.0
Easy Joy Ltd.,687.0
Peter Hrdy,686.0
Digital Dawn Studios,684.0
 Wargaming Group Limited,680.0
Eden Industries,680.0
Mustache Games,680.0
Ronimo Games,676.0
Indovers Studio,676.0
Sirhaian,675.0
Ripstone,674.0
Gestmorph Games,673.0
Videojuegos Fermín,672.0
Event Horizon,670.0
Gnomic Studios,669.0
EGAMER,668.0
SnoutUp,668.0
CAPCOM CO.,668.0
Klei Entertainment ,667.0
Endlessfluff Games,666.0
Red Team Games,662.0
Early Morning Studio,660.0
ONE MORE LEVEL,658.0
Echo Entertainment,658.0
Vae Victis Games,657.0
Winged Cloud,657.0
Mixed Realms Pte Ltd,656.0
eigoMANGA,656.0
Hendrik Felix Pohl,655.0
Big Fat Alien,655.0
Stegersaurus Software Inc.,654.0
Bomb Shelter Games,654.0
Elder Game,653.0
Pixile,653.0
Lord_Loej,649.0
Asylum Entertainment Inc.,649.0
Aquiris Game Studio,648.0
Sam Barlow,648.0
astragon Entertainment,646.0
Roman Makhmutov,646.0
Swing Swing Submarine,646.0
Virtys,645.0
Skydance Interactive,645.0
Chernov Vyacheslav,644.0
Paradise Project,641.0
exosyphen studios,641.0
PS Games,641.0
Gillis LLC,641.0
Priority Interrupt,640.0
Blameless Games,639.0
Philip Day,639.0
LLC RIKOR IMT,638.0
Shiver Games,637.0
CrabWay,637.0
Oblion Studio,636.0
Dylan Loney,634.0
Game2Gather,634.0
Bigben Interactive					,633.0
Retora Games,633.0
Afterthought Studios,632.0
Mega Cat Studios,632.0
Play Spirit Limited,632.0
Lonely Troops,630.0
Funbox Media Ltd,630.0
FHYX（凤凰游戏）,630.0
Conifer Games,628.0
3 Sprockets ,627.0
Stray Fawn Studio,627.0
Lantana Games,626.0
Fayju,625.0
Cold Beam Games,624.0
aqwatron,624.0
Rejected Games,624.0
Koga Tech Limited,623.0
Bogemic Games,622.0
Messhof,622.0
David OReilly,621.0
Deli Interactive LLC,621.0
Carpe Fulgur LLC,621.0
Killerfish Games,620.0
东方幕华祭制作组,619.0
Pyromancers.com,619.0
Bytro Labs GmbH,619.0
SimProse Studios,619.0
Rocketeer Games Studio LLC,618.0
L3O Interactive,618.0
Darkelite Studio Inc,618.0
Giant Army,617.0
Dream.Machine,616.0
RuneStorm,614.0
Chondrite Games,612.0
Quantum Entanglement Games,611.0
Studio Nanafushi,609.0
Rooted Concepts,609.0
Chilled Mouse,608.0
Rainbow Games,608.0
Gameforge 4D GmbH‬,608.0
Sanctum Games,606.0
3D Avenue,606.0
Fred Wood,605.0
David Mulder,604.0
Portalarium,603.0
Lag Studios,603.0
英雄互娱,603.0
Stephen Crabb,602.0
Shanghai JingCai Computer Software Development Co.,601.0
Urvogel Games,599.0
encurio,599.0
Adult Swim Games,599.0
Burian Media Enterprises,597.0
Luke Godfrey,596.0
Pixel Federation,594.0
1939 Games,594.0
Wolfire Games,593.0
XREAL Games,592.0
Killmonday Games AB,591.0
aresarx,590.0
Alda Games,587.0
David Szymanski,586.0
Red Thread Games,585.0
tenekekafalarstudios,584.0
ThinMatrix,584.0
Flying Cafe for Semianimals,583.0
Vladimir Romanyuk,583.0
Mihai Morosanu,583.0
Snail Games,582.0
Dragon's Games,581.0
Lightspeed Studios™,580.0
Crema,579.0
Travis Miller,578.0
Daniel McFarline,575.0
DeXP,575.0
Interactive Stone,573.0
VitaliZelenyuk,573.0
Room 8 Studio,573.0
Light Echo,572.0
XProd Games,572.0
Geoff 'Zag' Keene,571.0
Four Mans Games L.L.C.,571.0
Masterbrain Bytes,571.0
Mirillis,570.0
Gaweb Studio,570.0
Zachtronics,566.0
Bossa Studios,566.0
Nival,565.0
GreatherGames,564.0
Mad Data GmbH &amp; Co. KG,564.0
Dumativa Game Studio,563.0
Pixonic,562.0
Valsar,562.0
Placeholder Gameworks,561.0
Storm Sharks Production,561.0
Thibaud Michaud,559.0
Pixellore,558.0
Fairytale Distillery,558.0
AppyArt Games,557.0
Ginormocorp Holdings Ltd,557.0
PuzzleRoo,557.0
Hitbox Team,557.0
FitXR,554.0
NLB project,553.0
Ctrl Alt Ninja Ltd.,551.0
nlfastudio,549.0
Wx3 Labs,549.0
DevilishGames,548.0
The Game Bakers,547.0
Necrophone Games,546.0
For Fun Labs,546.0
Ghostlight LTD,544.0
Spry Fox LLC,544.0
Half-Face Games,543.0
2 Zombie Games,542.0
Daniel Davies,542.0
Trident Game Studio,542.0
Penny Arcade,542.0
Andy Makes,541.0
Bad Pixel,541.0
Carlsen Games,540.0
Last Lotus,537.0
Jundroo,537.0
Red Abyss Software,536.0
RLR Training Inc,536.0
Targon Studios,535.0
Oddshot Games,534.0
Mana Potion Studios,533.0
Fluxscopic Ltd.,533.0
3D Realms,533.0
Triverske,531.0
Hanako Games,529.0
Creability,528.0
Blue Bottle Games,527.0
Reverie World Studios,527.0
Mad Goblin Games,527.0
Feiyu Technology,526.0
Yangyang Mobile,525.0
Draw Distance,525.0
Curious Panda Games,524.0
SnowBiteGames,524.0
Proximity Games,524.0
Mystik'Art,524.0
Stellar Jockeys,523.0
Rodeo Games,523.0
Q-Games Ltd.,522.0
Aterdux Entertainment,522.0
Cruderocks,521.0
Epic Games,520.0
Sun-Studios,519.0
Games by Robert,519.0
Lee Davidson,518.0
David Kaleta,517.0
Dog Theory,517.0
Minor Key Games,516.0
Final Boss Entertainment,515.0
Spasman Games,515.0
Nooner Bear Studio,515.0
Elijah Newman-Gomez,515.0
Lucasfilm,515.0
Giorgi Abelashvili,512.0
Tricktale,511.0
Bit Juggler,511.0
Metanet Software Inc.,511.0
Cole Neumann,509.0
Raum Studio,509.0
GlassesCatGames,508.0
MovingBlocks,506.0
BumpkinBrothers,505.0
Matthew Coyle,505.0
Warptear Entertainment,505.0
Stas Shostak,504.0
SmiteWorks USA,504.0
2&amp;30 Software,504.0
Cyanide Studios,504.0
Abstractive Works,503.0
Seacorp Technologies ,502.0
Light Bringer Games inc.,501.0
One More Game,501.0
Curse Box Studios,500.0
Boncho Games,500.0
Jetdogs Studios,500.0
Encryptique,499.0
Nuke Nine,499.0
Goblinz Studio,498.0
G2CREW,497.0
Mixamo,497.0
Graybeard Games,497.0
Mousechief,496.0
No Pest Productions,494.0
Felix Wunderlich,494.0
eduweb,494.0
D3Publisher of America,494.0
Whale Rock Games,493.0
Wang Wenxi,493.0
IF Studios,492.0
Overgroup,490.0
Veslo Games,488.0
Atari,488.0
Tibith,487.0
JEKRUY,486.0
Iron Tower Studio,486.0
Krillbite Studio,485.0
Dird Games,485.0
StarWraith 3D Games LLC,484.0
Statespace,484.0
2x2 Games,483.0
Capcom U.S.A,482.0
DiezelPower,482.0
WOBBL3 Entertainment LLC,482.0
EXOR Studios,482.0
LIV Inc,481.0
Rayark International Limited,481.0
Little Cloud Games,481.0
David Wehle,480.0
Nomad Games,479.0
Squanch Games,478.0
Hopoo Games,478.0
Netcore Games,478.0
Ian Fitz,478.0
The Elephant Crew,478.0
Misfits Attic,478.0
Digerati,477.0
Snails Animation,477.0
501 Industries,474.0
IR Studio,473.0
JIW-Games,473.0
Quiet River,472.0
Pumpkin Interactive,472.0
Mooneye Studios,470.0
SIEIDI Ltd,470.0
Born Ready Games,470.0
Rhino Games Inc,469.0
Three Flip Studios,468.0
Sigma Team Inc.,468.0
Innuendo Squad Studios,468.0
Surefire.Games,467.0
Nimble Giant Entertainment,467.0
Kot in Action Creative Artel,466.0
Juggernaut Games,465.0
Vidas Salavejus,465.0
NIS America,464.0
Sparks Games,462.0
Flamebait Games,462.0
Over The Top Games,462.0
LongYou Tech Ltd,462.0
Next Dimension Game Adventures Ltd.,462.0
HumaNature Studios,461.0
Fun Infused Games,460.0
SilentFuture,460.0
Raster_Entertainment,460.0
Volcanoid ,460.0
BlueLine Games,459.0
Netdragon Websoft Inc,459.0
HFM Games,458.0
The Merchant Guild of Rund (Limited),458.0
Pentadimensional Games,457.0
EcoGames,456.0
Freaking Games,456.0
Tamasenco,456.0
Bishop Armstrong,455.0
ProGames Studio,455.0
Carl Games,454.0
VectorStorm Pty Ltd,454.0
PulseTense,454.0
Diatomic Games,454.0
Refract,452.0
Ningbo Inception Media Co.,451.0
Silk Games,451.0
Whitethorn Digital,451.0
Deck13,451.0
Cannibal Panda Studios,450.0
Cipher Hive,450.0
Oblivionburn Productions,450.0
Cornered Rat Software,448.0
Warner Bros. Interactive Entertainment ,447.0
Freie Programme Hohenstein,447.0
Ogre Head Studio,447.0
Mad Labyrinth Studios LLC,447.0
Freakinware Limited,446.0
Chasing Carrots,446.0
Bigbug Studio,445.0
Forever Entertainment S. A.,445.0
Pen and Sword Games,444.0
Ellada Games,444.0
Akupara Games,444.0
Cybernetik Design,441.0
BBQ Games,440.0
Teotl Studios,440.0
Ysbryd Games,440.0
Evil Tortilla Games,439.0
Filippo Ceffa,438.0
Pixel vs Pixel,437.0
Timberwolf Studios,435.0
Antizero company,435.0
Superboss Games,435.0
Willpowaproject,434.0
Arc System Works,434.0
Orange Juice Dog,434.0
Pixel Ferrets,434.0
PixelCount Studios,433.0
Falcon Development,433.0
Mass Creation,432.0
Jadon Barnes,432.0
INSGAMES LIMITED,431.0
ShadowBrain Games,431.0
Drizzly Bear,430.0
MuseumSyndicate.com,430.0
Space Boat Studios,428.0
CAPCOM,428.0
Kickbomb Entertainment LLC,427.0
Fermenter Games,426.0
JoneH,426.0
Brogames,426.0
Star Vault AB,425.0
AtomicTorch Studio,424.0
Just Fishing LLC,423.0
Cheesecake Dev,423.0
Trese Brothers,422.0
Kiz Studios,422.0
Impact Gameworks,421.0
Spaceboy Games,421.0
PolyDigital,421.0
Mash Games,420.0
中三之家,420.0
ESEA,420.0
Trilum Studios,420.0
Empty Clip Studios,419.0
Bytebin,419.0
Excalibur Games,419.0
Kerberos Productions Inc.,418.0
Weed Games,418.0
Cats Who Play,418.0
Awoker Games,417.0
Gem Rose Accent,417.0
MeDungeon Ltd.,417.0
DNVA,416.0
Snaggletooth Studios,416.0
Pluto VR,416.0
TB Games,415.0
Dapper Swine,415.0
Subvert Games,415.0
No Moon,415.0
DimleTeam,415.0
SakuraGame,414.0
Grunge Games LTD,414.0
Ward Dehairs,413.0
Flazm,412.0
sparsevector,412.0
Pixeljam,412.0
Gentleman Squid Studio,411.0
Infinite Monkeys Entertainment Ltd.,411.0
LUCKY GIRLS LIMITED,411.0
Peoleo Entertainment,411.0
Vanimals,410.0
Fireproof Games,410.0
Noble Master LLC,409.0
WaveVR,409.0
RocketWerkz,409.0
Dovetail Games - Fishing ,406.0
PopCap Games,406.0
Ragequit Corporation,406.0
Vagabond Dog,405.0
James Patton,405.0
Monkeys Lab.,404.0
Merixgames,403.0
Baba Yaga Games,403.0
Sketchy Logic,402.0
Klabater,402.0
Astra Game Studio,401.0
Slikey Games,401.0
Richard Seabrook,399.0
Elev8 Games,399.0
CRAZYDIAMOND CO.,399.0
Obscurasoft,398.0
Zadbox Entertainment,396.0
17-BIT,396.0
Ocelot Society,395.0
The Glitch Factory,394.0
CD Jones,394.0
Toffee Cafe,393.0
Roope Tamminen,393.0
Team Indev,392.0
DSGame,391.0
FallenMaster,391.0
Metalhead Software Inc.,390.0
Crystal Shard,389.0
The Drone Racing League,389.0
Subjective Software UG,388.0
INTO GAMES,388.0
PanGuoJun,387.0
Cornfox &amp; Bros.,387.0
Going Loud Studios,387.0
Capybara Games,386.0
Maxwolf,386.0
Kozhakov,384.0
Reef Entertainment,384.0
xPathfinder Games,384.0
ThankCreate Studio,383.0
Yacht Club Games,383.0
Ultra Runaway Games,382.0
First Games Interactive,382.0
Crows Crows Crows,380.0
Ntroy LTD,379.0
APL Publishing Ltd.,379.0
Hack The Publisher,378.0
3 Sprockets,378.0
TuneTheDev,377.0
SUBSIM,376.0
Nezon Production,376.0
CBE software,376.0
Rake in Grass,376.0
ObsessionSoft,376.0
Parta Games Oy,375.0
doorfortyfour,375.0
Zen Studios,373.0
KING Art,372.0
ARES Inc.,372.0
ADOG,372.0
DigiPotato Studio,371.0
Comfy Company,371.0
Green Sauce Games,370.0
Behold Studios,370.0
Dymchick1,370.0
Orbus Online,370.0
Laser Guided Games,369.0
Nanjing QiangJun Network Co.,369.0
Reverb Publishing,369.0
Little Big MMO,369.0
bitSmith Games,369.0
Squeaky Wheel Studio Inc,369.0
Permadeath,369.0
Adam DeLease,368.0
Retro Army Limited,368.0
Redbana Corporation,367.0
Trevor Jones,366.0
Craneballs,366.0
Cat5Games,366.0
Double Eleven,366.0
Poorwill Games,365.0
Icetesy SPRL,365.0
The Yogscast,364.0
Tribe Studios,363.0
Outerminds Inc.,363.0
Above and Beyond Technologies,363.0
Doomster Entertainment,362.0
Days of Wonder,362.0
DreamGate,362.0
Ominous Entertainment,362.0
Chainsawesome Games,362.0
Game Developer X,361.0
Annapurna Interactive,361.0
Dorado Games,361.0
Dan  Walters,361.0
Washbear Studio,360.0
Amaranth Games,360.0
Multiverse,359.0
GamesBoosters,359.0
Indie Voyage,358.0
Shumkov Dmitriy,357.0
Trapped Nerve Games,357.0
Screeps,357.0
Mojang,357.0
Bugbyte Ltd.,356.0
Radial Games Corp,356.0
Zenrok Studios,355.0
Tequila Works,355.0
Jan Zizka,354.0
maJAJa,354.0
FX Games Media,354.0
Open Sorcery Games,353.0
Illwinter Game Design,352.0
Just Us GameLab,352.0
CyberStep,351.0
Bitlock Studio,351.0
Wevr,350.0
Blueside,350.0
Gamestorming,350.0
Sylvain Harlaut,350.0
Alessandro Roberti,349.0
VALOFE,349.0
m07games,347.0
SNK CORPORATION,347.0
Avocavo,346.0
Crankshaft Games,346.0
BadWolf Games,345.0
82 Apps,345.0
Yogurt game,345.0
Midnight City ,345.0
SKH Apps,345.0
Snapshot Games Inc.,343.0
Scrap Yard Productions,343.0
THE BROTHERHOOD,343.0
Blue Mountains,343.0
9heads Game Studios,342.0
Corncrow Games,342.0
Funselektor Labs Inc.,342.0
Lavaboots Studios,342.0
Artifice Studio,342.0
Terrible Posture Games Inc,341.0
Dicesuki,341.0
Parabole,341.0
Beijing Happy Entertainment Technology,341.0
Crematorium of Time,341.0
Shield Break Studios,340.0
掌烛文化,340.0
Amanita Design,340.0
Reflect Studios,340.0
ILLUSION,340.0
Owlet,339.0
Revolution Software Ltd,338.0
Tindalos Interactive,338.0
Game Mechanics LLC,338.0
G.Reed,338.0
Polynetix Studio,337.0
Iron Galaxy,336.0
Proficient City,336.0
Beijing New Era Network Technology Co.,336.0
IonFX Studios,335.0
Pinkerton Road Studio,335.0
Milestone S.r.l.,335.0
PileOfCrab,335.0
Frogmind,334.0
Adventure Productions,334.0
IndiePub,334.0
Brain Stone GmbH,333.0
Calvino Noir Limited,332.0
ZiMAD,332.0
Tasty Stewdios LLC,332.0
NewWestGames,332.0
Levity Play,332.0
Gavra Games,332.0
Chequered Ink Ltd.,332.0
Myou Software,332.0
1C Entertainment,331.0
Khanatic Network Gaming,331.0
GameLooper,330.0
Cherry Pop Games,330.0
Redbeak Games,330.0
GalaxyTrail,329.0
Bigben Interactive,329.0
Portal Entertainment,329.0
DFour Games,329.0
Endless Loop Studios,329.0
疯王子中二集团总部,328.0
Aéronie,328.0
Forward Game Studios,328.0
Dan &amp; Gary Games,328.0
Grip Digital,328.0
Battenberg Software,327.0
Alien Jellyfish,327.0
DryGin Studios,326.0
Unusualsoft,326.0
Sorath,326.0
Glenn Main,326.0
Edym Pixels,326.0
Deceptive Games,326.0
Develobster,326.0
Sluggerfly,324.0
Weird and Wry,324.0
Slitherine Ltd,323.0
Hexage,323.0
Mastiff,322.0
ImproVive,322.0
Haydee Interactive,322.0
Oleg Skutte,322.0
Underdone Gaming,321.0
Ammobox Studios,320.0
Raconteur Games,320.0
JOGARA LTD,320.0
Idea Cabin,319.0
ClickGames,319.0
Team Forbidden,319.0
Pac0master,319.0
Elushis Music &amp; Gaming,318.0
Milky Tea Studios,318.0
Petroglyph,318.0
Pixel Forest Games,318.0
Herbi Games,317.0
Aleksey Abramenko,317.0
IOSoccer Team,317.0
Applava,317.0
Think Arcade,316.0
Isolated Games,316.0
ACE Team,316.0
Aldin Dynamics,316.0
Axis Games,316.0
Go Dark Studios,316.0
Chris McFarland,315.0
2Play,314.0
UL,314.0
rdt.32,314.0
Mixtvision,314.0
Alice &amp; Smith,313.0
Nine Dots Studio,313.0
Roastery Games,312.0
bitComposer Games,312.0
Balcony Team,312.0
Bethesda-Softworks,312.0
Team2Bit,312.0
Viveport,312.0
Ediogames,312.0
Phosfiend Systems,311.0
Magnesium Ninja,311.0
HAN XU,310.0
Blam! Games LLC,310.0
Kunpo Games,310.0
Lighthouse Games Studio,310.0
Cody Penn,309.0
Powerhoof,309.0
 Slitherine Ltd.,309.0
Evil Twin Artworks,309.0
SimBin,309.0
ThankGame.com,309.0
Icy Donut,309.0
Freedomize Studio,309.0
Archive Entertainment,309.0
Mehsoft,309.0
CyberLight Game Studio,308.0
Dimmdrive Inc.,308.0
704 Games Company,307.0
IGNIBIT S.A. ,307.0
Ivanovich Games,307.0
MPR ART Hallucinations,307.0
Upturn Games,306.0
Brian Cronin,306.0
Crazysoft Limited,306.0
STUDIOARTDINK,306.0
Robert Borghese,305.0
Thomas Biskup,305.0
Helmet Games,305.0
Crunchy Leaf Games,304.0
OtakuMaker SARL,304.0
Double Stallion Games,304.0
NASA,303.0
Zeenoh Inc.,303.0
Viking Tao,303.0
Youth Feather Center,302.0
Scraping Bottom Games,302.0
Nova Dimension,302.0
Z4,302.0
Question,302.0
Monad Rock,301.0
pheenix93,301.0
OrangesGame Technology Limited,300.0
Jason Rohrer,300.0
Suba Games,299.0
Therefore Games,299.0
Aerosoft GmbH,299.0
ChainWave Games,299.0
DMM GAMES,298.0
Chris Hecker,298.0
YGGDRAZIL GROUP CO.,298.0
Fuero Games,298.0
No Matter Studios,298.0
Tamationgames,298.0
Dandylion,297.0
Rising Star Games,297.0
Stuck In Attic,297.0
JoyBits Ltd.,297.0
Panoramik Inc,296.0
September Games,296.0
Saibot Studios,296.0
Hunter Hamster,296.0
David Williamson,295.0
DopplerFrog,295.0
The Light Sword Team,295.0
Everguild Ltd.,294.0
Black Tower Entertainment,294.0
Devs on a Boat,294.0
Tuttifrutti Interactive,293.0
哈视奇科技,293.0
Cybertime Games,293.0
Sapphire Dragon Productions,293.0
Handelabra Games Inc.,293.0
Cyan Worlds ,292.0
Forboding Angel,292.0
Tower Games,292.0
H2 Interactive Co.,292.0
Pixel by Pixel Studios Inc.,291.0
Lucas Molina,290.0
Crazy Monkey Studios,290.0
Spooky Squid Games Inc.,290.0
Sleepy Studios,290.0
Turning Wheel LLC,290.0
Oryzhon Studios,290.0
Eforb,289.0
Hongyuan Game,289.0
Webble Games,289.0
Ankama Games,289.0
Mascot Entertainment,289.0
The Battle Grounds Game Development Team,289.0
Tigerish Games,288.0
2P Games,288.0
The Irregular Corporation,288.0
Natsume Inc.,287.0
Fumiko Games,287.0
Diminished Studios,287.0
CSR-Studios,286.0
Catness Game Studios,286.0
Two Desperados,286.0
盛世传奇,285.0
Mad Ram Software,285.0
Dreamsite Games,285.0
Is Future Bright,285.0
Bithell Games,284.0
Camel 101,284.0
Ripatti Software,284.0
Big Way,284.0
Puppygames,284.0
Black Shell Media,284.0
Ragiva Games e.K.,283.0
Gaijin Games,283.0
IceSitruuna,283.0
Electric Hat Games LLC.,282.0
YOX-Project,282.0
SOF Studios Ltd,281.0
MadOut Games,281.0
Lamplight Studios,281.0
Unigine Corp.,280.0
Worthless Bums,280.0
Northway Games,280.0
Pixel Lantern,280.0
EJRGames,279.0
Tribute Games Inc.,278.0
Ice Water Games,278.0
Halfbus,277.0
Gamestorm Ltd,277.0
Maru Project Develop Team,277.0
SadSquare Studio,277.0
Self Published,276.0
Proton Studio Inc,276.0
Blind Mind Studios,276.0
